,row,column,corr
0,A.C.T.H.,A.C.T.H.,1.0
1,A.C.T.H.,A05A1 CHOLERETICS+CHOLEKINETIC,-8.013277727230947e-15
2,A.C.T.H.,ADHD,0.85291890387833
3,A.C.T.H.,ALL OTHER RESPIRATORY,-0.2057761576773797
4,A.C.T.H.,ALL OTHER THERAPEUTICS,0.9657899684975071
5,A.C.T.H.,ALL OTHER UROLOGICAL,0.9633010903836741
6,A.C.T.H.,"ALLERGY, SYSTEMIC & NASAL",0.8394076092217193
7,A.C.T.H.,ANTI-ALZHEIMERS,0.9542626859663788
8,A.C.T.H.,"ANTI-ANAEMICS, IRON AND ALL COMBINATIONS",0.9325463377538024
9,A.C.T.H.,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,0.9680310620457332
10,A.C.T.H.,"ANTI-OBESITY PREPS, EXCL. DIETETICS",-0.2803344865689073
11,A.C.T.H.,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",0.6385249344629041
12,A.C.T.H.,ANTI-ULCERANTS,0.053114187849645216
13,A.C.T.H.,ANTIBACTERIALS,0.7307640531568927
14,A.C.T.H.,ANTICOAGULANTS,0.9416833635858219
15,A.C.T.H.,ANTIDIABETICS,0.927383118565437
16,A.C.T.H.,ANTIGOUT PREPS,0.46380670218314074
17,A.C.T.H.,"ANTIHYPERTENSIVES, PLAIN & COMBO",-0.0017726561497948057
18,A.C.T.H.,ANTITUBERCULARS,0.13992897720332384
19,A.C.T.H.,"ANTIVIRALS, HERPES",0.5998271035500613
20,A.C.T.H.,BISPHOSPHONATES TUMOR-RELATED & BONY METASTASES,0.6920243623765184
21,A.C.T.H.,BLOOD COAGULATION,0.5305751382322026
22,A.C.T.H.,BPH (BENIGN PROSTATIC HYPERTROPHY),0.9558886311222868
23,A.C.T.H.,"CANCER DETOX AG, ANTI-NAUSEANTS",0.6142174672710148
24,A.C.T.H.,"CORTICOSTEROIDS, PLAIN & COMBO",0.6037052619080101
25,A.C.T.H.,"COUGH COLD, INCL FLU ANTIVIRALS",0.2976776733849903
26,A.C.T.H.,DERMATOLOGICS,-0.16762977882543917
27,A.C.T.H.,DIAGNOSTIC EQUIP & ACCESSORIES & ALLERGEN TESTS,0.43024034840312075
28,A.C.T.H.,DIETETICS,0.9716168196579535
29,A.C.T.H.,EAR TREATMENTS&EYE-EAR COMBOS,0.9314488629026125
30,A.C.T.H.,ERECTILE DYSFUNCTION,0.9150088415168371
31,A.C.T.H.,ERYTHROPOIETINS,-0.030184888221040016
32,A.C.T.H.,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,0.9578772685164124
33,A.C.T.H.,GI PRODUCTS,0.9066047764866971
34,A.C.T.H.,GROWTH HORMONES,0.3965109324616905
35,A.C.T.H.,HEMATOPOIETIC GROWTH FACTORS,0.9484837994117655
36,A.C.T.H.,HIV ANTIVIRALS,0.9641604156710213
37,A.C.T.H.,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",0.9599782544506522
38,A.C.T.H.,HOSPITAL SOLUTIONS,-0.8836916618425977
39,A.C.T.H.,HYPOTHALAMIC HORMONES,-0.017013599545066087
40,A.C.T.H.,IMAGING,1.090968781168946e-15
41,A.C.T.H.,IMMUNOLOGY,0.9650637315365103
42,A.C.T.H.,IMMUNOSUPPRESSANTS,0.9181499120236825
43,A.C.T.H.,"INTERFERONS, EXCL MS MARKET",0.8442246413908953
44,A.C.T.H.,J07D6 TUBERCULOSIS VACCINES,0.9192028604239582
45,A.C.T.H.,LABOUR INDUCERS,0.8204601014916318
46,A.C.T.H.,LIPID REGULATORS,0.9149113373440224
47,A.C.T.H.,MENTAL HEALTH,0.9725647408228685
48,A.C.T.H.,MIOTICS+ANTIGLAUCOMA PREPS,0.9315069000194168
49,A.C.T.H.,MULTIPLE SCLEROSIS,0.724057753170715
50,A.C.T.H.,"NASAL PREPS, TOPICAL",-0.6354028602527543
51,A.C.T.H.,NERVOUS SYSTEM DISORDERS,0.8983342827382598
52,A.C.T.H.,OCULAR ANTINEOVASCULARISATION,0.5620654236901345
53,A.C.T.H.,ONCOLOGICS,0.9373626009630491
54,A.C.T.H.,"OPHTHALMOLOGY, GENERAL",-0.7413909586945502
55,A.C.T.H.,OSTEOPOROSIS,0.9635178013229195
56,A.C.T.H.,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,0.9398080385961578
57,A.C.T.H.,OTHER CARDIOVASCULARS,0.750973977373781
58,A.C.T.H.,OTHER CNS,0.766189032244812
59,A.C.T.H.,OTHER HAEMATOLOGICALS,0.7927804868428285
60,A.C.T.H.,OTHER HORMONES,0.7555304656643691
61,A.C.T.H.,OTHER WOMEN'S HEALTH,-0.4541646682304806
62,A.C.T.H.,PAIN,0.6342894148798589
63,A.C.T.H.,POLYVAL IMMUNOGLOBLULINS IV&IM,0.7599877176118206
64,A.C.T.H.,RESP ANTIVIRALS EX FLU,0.6361316771597009
65,A.C.T.H.,RESPIRATORY AGENTS,0.8689118434440197
66,A.C.T.H.,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",0.8996707786365269
67,A.C.T.H.,SPEC IMMUNOGLOBULINS & ANTITOXIC SERA,-0.09715302600528616
68,A.C.T.H.,SYST ANTIFUNGALS,0.884096596550813
69,A.C.T.H.,THROMBOPOIETIN AGONISTS,-0.7771938962143329
70,A.C.T.H.,THYROID ANTI-THYROID AND IODINE PREPS,-0.06522175703310257
71,A.C.T.H.,URINARY INCONTINENCE,0.9620700202646971
72,A.C.T.H.,"VACCINES (PURE, COMB, OTHER)",-0.38190320819848855
73,A.C.T.H.,VIRAL HEPATITIS,-0.8932652144191859
74,A.C.T.H.,VITAMINS & MINERALS,0.7702144479441545
75,A05A1 CHOLERETICS+CHOLEKINETIC,A.C.T.H.,-8.013277727230947e-15
76,A05A1 CHOLERETICS+CHOLEKINETIC,A05A1 CHOLERETICS+CHOLEKINETIC,1.0
