Class,Date,Year,Month,Y/Y Percent change,# drugs,# price changes,# price changes (%),# price changes prediction,# price changes prediction (%),TRx weighted WAC,Sales weighted WAC,M/M Percent change,Sales weighted WAC predictions,M/M Percent change predictions
DERMATOLOGICS,2015-01-01,2015,1,,33.0,16.0,0.48484848484848486,846.0,0.359375,94.72043288717767,186.62326692706924,0.07088152848434626,178.57908926158058,
DERMATOLOGICS,2015-02-01,2015,2,,33.0,0.0,0.0,0.0,0.0,95.18494571795526,189.18211611359305,0.013711308502191155,192.1581886423129,0.0760396944394861
DERMATOLOGICS,2015-03-01,2015,3,,33.0,0.0,0.0,0.0,0.0,93.93486869731082,190.42126154791887,0.0065500136047838,195.9344072200381,0.019651614143565643
DERMATOLOGICS,2015-04-01,2015,4,,33.0,3.0,0.09090909090909091,173.0,0.07352941176470587,95.89289786767657,192.13039029719792,0.008975514264455864,195.52353484455872,-0.0020969894022644375
DERMATOLOGICS,2015-05-01,2015,5,,33.0,4.0,0.12121212121212122,464.0,0.19718309859154928,94.06274498404545,189.47474777559117,-0.013822084666037737,189.45837950013433,-0.03102007821844155
DERMATOLOGICS,2015-06-01,2015,6,,33.0,0.0,0.0,0.0,0.0,86.79508667249183,189.7115931478255,0.001250010225715359,184.58674755157486,-0.02571346784139472
DERMATOLOGICS,2015-07-01,2015,7,,33.0,6.0,0.18181818181818182,556.0,0.2361111111111111,84.91275785890271,192.05171203536463,0.01233513908512518,184.3605127507542,-0.0012256286208057743
DERMATOLOGICS,2015-08-01,2015,8,0.12157081879802528,33.0,1.0,0.030303030303030304,33.0,0.013888888888888888,84.34348536527378,190.52814368521334,-0.007933115169891036,182.65206069039792,-0.00926690881287584
DERMATOLOGICS,2015-09-01,2015,9,0.12121828735359927,33.0,0.0,0.0,64.0,0.0273972602739726,87.33862220559115,195.17437891138397,0.024386083527098368,188.63328544950352,0.03274654956805545
DERMATOLOGICS,2015-10-01,2015,10,0.12010916787757815,33.0,1.0,0.030303030303030304,97.0,0.0410958904109589,92.58852151103255,196.90477106283294,0.008865877586497373,193.28328586214488,0.02465100685470567
DERMATOLOGICS,2015-11-01,2015,11,0.1197800412110843,33.0,0.0,0.0,0.0,0.0,91.97478217386092,193.71902565692673,-0.016179117391165843,194.07493639897584,0.004095804421472726
DERMATOLOGICS,2015-12-01,2015,12,0.11718438152349198,33.0,0.0,0.0,0.0,0.0,92.99288358340942,193.23370603341817,-0.0025052759885756393,189.578130486786,-0.0231704618619345
DERMATOLOGICS,2016-01-01,2016,1,0.08866622894055105,33.0,12.0,0.36363636363636365,816.0,0.3466666666666667,90.28690211578619,204.43171019068907,0.05795057387831859,193.01448837513874,0.01812634125850443
DERMATOLOGICS,2016-02-01,2016,2,0.08467303153348621,33.0,0.0,0.0,0.0,0.0,79.14691617702299,196.2506291029367,-0.04001865014053474,198.20148622586032,0.0268736191484249
DERMATOLOGICS,2016-03-01,2016,3,0.08485516685832932,33.0,0.0,0.0,61.0,0.025974025974025976,74.64421619881999,193.84829529150406,-0.012241152155352264,204.5409115811016,0.03198475186012062
DERMATOLOGICS,2016-04-01,2016,4,0.08635784332441916,33.0,4.0,0.12121212121212122,306.0,0.12987012987012986,75.09731701539003,196.16422125249505,0.011947105119022972,201.43600933215797,-0.01517985925134846
DERMATOLOGICS,2016-05-01,2016,5,0.08094385812452484,33.0,0.0,0.0,0.0,0.0,74.98077083541028,197.77748393562538,0.008224041432376206,202.52130997673407,0.005387818435116598
DERMATOLOGICS,2016-06-01,2016,6,0.07843148532478486,33.0,2.0,0.06060606060606061,122.0,0.05194805194805195,70.861113763789,193.438911300826,-0.021936635801330873,198.06440003620705,-0.02200711589826787
DERMATOLOGICS,2016-07-01,2016,7,0.05402700077789472,33.0,0.0,0.0,61.0,0.025974025974025976,67.21178539641735,187.47799864395327,-0.030815478730660484,189.208573655148,-0.0447118532125923
DERMATOLOGICS,2016-08-01,2016,8,0.046723809726183486,33.0,0.0,0.0,60.0,0.02531645569620253,66.4404253240618,188.62007387087382,0.006091782690135883,197.14549763286684,0.041948014428694336
DERMATOLOGICS,2016-09-01,2016,9,0.0520328937322265,33.0,0.0,0.0,30.0,0.012658227848101266,72.03931149787842,198.16117599752764,0.05058370475024576,204.12103685575488,0.03538269606277389
DERMATOLOGICS,2016-10-01,2016,10,0.053723709245149916,33.0,0.0,0.0,0.0,0.0,76.17813766538337,202.35599772826316,0.021168736558102808,206.92516209357714,0.013737561208861715
DERMATOLOGICS,2016-11-01,2016,11,0.05344341767839709,33.0,0.0,0.0,0.0,0.0,77.32577851407655,203.07533615813014,0.0035548164519094705,204.68749160163196,-0.010813911992651914
DERMATOLOGICS,2016-12-01,2016,12,0.05034861140893106,33.0,0.0,0.0,0.0,0.0,77.72624914350926,198.7592413832138,-0.021253663081741703,196.02768575250914,-0.04230745015907833
DERMATOLOGICS,2017-01-01,2017,1,2.70475288661237e-05,33.0,0.0,0.0,55.0,0.02325581395348837,75.82826527187909,200.37465424814582,0.008127485563387937,195.46627611486198,-0.002863930344798149
