Class,Date,Year,Month,Y/Y Percent change,# drugs,# price changes,# price changes (%),# price changes prediction,# price changes prediction (%),TRx weighted WAC,Sales weighted WAC,M/M Percent change,Sales weighted WAC predictions,M/M Percent change predictions
IMMUNOLOGY,2015-01-01,2015,1,,33.0,8.0,0.24242424242424243,456.0,0.1914893617021277,1729.8267199481677,5763.927807141489,0.03349640943944321,5608.3373627001265,
IMMUNOLOGY,2015-02-01,2015,2,,33.0,0.0,0.0,0.0,0.0,1723.3092495500089,5741.873050053756,-0.0038263416589652266,5886.9587773491285,0.04967985993532675
IMMUNOLOGY,2015-03-01,2015,3,,33.0,6.0,0.18181818181818182,397.0,0.16666666666666666,1741.5455075362129,5816.657428192541,0.013024387249050307,5915.178424096766,0.004793586606418376
IMMUNOLOGY,2015-04-01,2015,4,,33.0,5.0,0.15151515151515152,534.0,0.22448979591836732,1801.4497652680488,5697.686670444357,-0.020453457886577486,5867.000004498974,-0.008144880195249393
IMMUNOLOGY,2015-05-01,2015,5,,33.0,8.0,0.24242424242424243,437.0,0.1836734693877551,1838.259411147014,6029.3099516967895,0.05820314461528109,5957.642541563954,0.015449554626806528
IMMUNOLOGY,2015-06-01,2015,6,,33.0,3.0,0.09090909090909091,194.0,0.08163265306122447,1862.1865828232417,6188.031824294641,0.026325047786469158,6113.277759449883,0.026123624705599147
IMMUNOLOGY,2015-07-01,2015,7,,33.0,8.0,0.24242424242424243,680.0,0.2857142857142857,1828.045719608068,6060.916368142898,-0.02054214647905961,5956.656746138578,-0.02561980977703837
IMMUNOLOGY,2015-08-01,2015,8,0.1911348695686966,33.0,6.0,0.18181818181818182,437.0,0.1836734693877551,1866.627315213861,5903.900282597817,-0.025906327691697206,5765.01694649118,-0.03217237585019972
IMMUNOLOGY,2015-09-01,2015,9,0.2094201776022518,33.0,11.0,0.3333333333333333,583.0,0.24489795918367346,1923.2832688592362,6075.424808261632,0.029052747752091435,6034.4358924998605,0.04673341787358676
IMMUNOLOGY,2015-10-01,2015,10,0.2098513677271375,33.0,1.0,0.030303030303030304,97.0,0.040816326530612235,1911.104349507394,6047.927274522113,-0.004526026509640402,6073.284289539635,0.006437784364907939
IMMUNOLOGY,2015-11-01,2015,11,0.15482964792371334,33.0,2.0,0.06060606060606061,97.0,0.040816326530612235,1923.1316215496186,6252.221095743736,0.03377914646597091,6105.193668416451,0.005254056513009919
IMMUNOLOGY,2015-12-01,2015,12,0.16833101589024538,33.0,9.0,0.2727272727272727,437.0,0.1836734693877551,1941.222528014416,6227.377837354201,-0.003973509255206564,6102.624005444432,-0.00042089786361931836
IMMUNOLOGY,2016-01-01,2016,1,0.2190429609691812,33.0,15.0,0.45454545454545453,1000.0,0.42,2052.794945694302,6198.079537510236,-0.004704757059740716,6206.023146389893,0.016943390392921698
IMMUNOLOGY,2016-02-01,2016,2,0.2181477334740028,33.0,0.0,0.0,183.0,0.07692307692307693,2066.890994705752,6283.554678274389,0.013790584687864094,6583.650712417844,0.06084855907242659
IMMUNOLOGY,2016-03-01,2016,3,0.216614708628702,33.0,5.0,0.15151515151515152,275.0,0.1153846153846154,2077.776796390947,6349.640653992417,0.010517291422086794,6677.879869816743,0.014312599728470765
IMMUNOLOGY,2016-04-01,2016,4,0.1807683776324251,33.0,3.0,0.09090909090909091,209.0,0.08771929824561403,2100.2196233377667,6694.664868711015,0.054337596963327295,6680.100368955517,0.00033251558609359577
IMMUNOLOGY,2016-05-01,2016,5,0.14554298736332075,33.0,1.0,0.030303030303030304,42.0,0.017543859649122806,2115.125273016691,6751.074292595662,0.008426026543657095,6587.6929932324765,-0.013833231631142251
IMMUNOLOGY,2016-06-01,2016,6,0.18705148405168506,33.0,8.0,0.24242424242424243,492.0,0.20689655172413796,2196.3523192179746,6700.915016503157,-0.007429821376357504,6498.221878334112,-0.013581555028486902
IMMUNOLOGY,2016-07-01,2016,7,0.20536650304218168,33.0,13.0,0.3939393939393939,780.0,0.3275862068965517,2211.9499086021733,6519.372639169717,-0.027092177245396032,6381.012714677284,-0.018037113205940036
IMMUNOLOGY,2016-08-01,2016,8,0.1633975045122082,33.0,0.0,0.0,0.0,0.0,2221.9697793473424,6538.923772590163,0.0029989286550331506,6600.253354176699,0.03435828281537967
IMMUNOLOGY,2016-09-01,2016,9,0.14553278536197636,33.0,1.0,0.030303030303030304,82.0,0.03448275862068965,2221.082457504031,6507.010973024541,-0.004880436089405693,6574.403106671238,-0.003916553822756352
IMMUNOLOGY,2016-10-01,2016,10,0.14507004648458394,33.0,3.0,0.09090909090909091,369.0,0.15517241379310345,2243.213338058062,6644.274989018366,0.021094787846964724,6748.4223429366475,0.026469206929040867
IMMUNOLOGY,2016-11-01,2016,11,0.13724887239620115,33.0,0.0,0.0,0.0,0.0,2233.323217568471,6600.8690612368455,-0.00653283132520277,6664.754057044494,-0.012398199407262389
IMMUNOLOGY,2016-12-01,2016,12,0.12494137030315974,33.0,0.0,0.0,0.0,0.0,2253.2348004220025,6709.029049652996,0.016385719427660428,6775.997130512371,0.016691249596869184
IMMUNOLOGY,2017-01-01,2017,1,0.07141251612097937,33.0,1.0,0.030303030303030304,41.0,0.017241379310344827,2269.978535118578,6746.000011234636,0.00551062773883082,6859.890732883008,0.012380997328476306
IMMUNOLOGY,2017-02-01,2017,2,0.12790416353258566,33.0,21.0,0.6363636363636364,1190.0,0.5,2409.3284403230864,6728.018923411673,-0.002665444380820836,6990.432074074211,0.019029653135063995
IMMUNOLOGY,2017-03-01,2017,3,0.14942252800640607,33.0,7.0,0.21212121212121213,328.0,0.13793103448275862,2495.2852338265834,7536.003679279928,0.12009252130024306,7386.121120358491,0.05660437610885194
IMMUNOLOGY,2017-04-01,2017,4,0.13410340878659846,33.0,0.0,0.0,164.0,0.06896551724137931,2491.576294257627,7496.449239754109,-0.005248728797011215,7425.615859511458,0.005347155632759337
IMMUNOLOGY,2017-05-01,2017,5,0.13394780455292138,33.0,4.0,0.12121212121212122,202.0,0.0847457627118644,2504.831085423795,7555.9967804838225,0.007943432794012661,7447.282973852296,0.0029178878561411103
IMMUNOLOGY,2017-06-01,2017,6,0.0955249669204512,33.0,0.0,0.0,195.0,0.08196721311475409,2513.874425283509,7623.688376585063,0.00895865867440282,7497.591678266246,0.00675530990168971
IMMUNOLOGY,2017-07-01,2017,7,0.08092782195539942,33.0,0.0,0.0,38.0,0.016129032258064516,2526.8918988895252,7675.852347050866,0.006842353450072336,7425.35640713198,-0.009634463202852106
IMMUNOLOGY,2017-08-01,2017,8,0.08345836916243153,33.0,7.0,0.21212121212121213,453.0,0.19047619047619047,2519.086905959994,7612.204835511841,-0.008291914521190491,7563.566773704743,0.018613297328060163
IMMUNOLOGY,2017-09-01,2017,9,0.08343309699295473,33.0,0.0,0.0,0.0,0.0,2531.92804433248,7692.472061063317,0.010544543569954712,7691.562644618096,0.016922686708913393
IMMUNOLOGY,2017-10-01,2017,10,0.08302090236989842,33.0,1.0,0.030303030303030304,35.0,0.014705882352941175,2559.7935458511456,7800.300292327497,0.014017370542035446,7875.722350317222,0.023943080776698267
IMMUNOLOGY,2017-11-01,2017,11,0.08349510900875462,33.0,4.0,0.12121212121212122,170.0,0.07142857142857142,2550.3344649484607,7737.886526680927,-0.008001456778268023,7887.312896024812,0.001471680335090042
IMMUNOLOGY,2017-12-01,2017,12,0.08345101382977928,33.0,0.0,0.0,0.0,0.0,2573.8604586605165,7884.3589074029815,0.01892924899027726,8015.478069280084,0.016249535798163572
IMMUNOLOGY,2018-01-01,2018,1,0.08337595494022618,33.0,1.0,0.030303030303030304,35.0,0.014705882352941175,2607.2569611874787,8017.078583074331,0.01683328692035224,8139.4528131788675,0.015466918233352223
IMMUNOLOGY,2018-02-01,2018,2,0.1247569249702076,33.0,28.0,0.8484848484848485,1394.0,0.5857142857142857,2824.7569922505295,8619.267768863232,0.07511329464329375,8389.311593599288,0.030697245399084583
IMMUNOLOGY,2018-03-01,2018,3,0.09070251353282784,33.0,0.0,0.0,134.0,0.056338028169014086,2818.0504826636757,8651.510631993753,0.0037407891244540803,8642.09108368438,0.030131136180226337
IMMUNOLOGY,2018-04-01,2018,4,0.09066045094194644,33.0,1.0,0.030303030303030304,34.0,0.014084507042253518,2832.3209025544916,8698.524497403369,0.005434179926423033,8680.665898811958,0.004463597381009432
IMMUNOLOGY,2018-05-01,2018,5,0.09031431871909816,33.0,3.0,0.09090909090909091,235.0,0.09859154929577464,2825.33015999801,8707.18306218379,0.0009954061499748423,8778.763035484506,0.011300646496022138
IMMUNOLOGY,2018-06-01,2018,6,0.09018997012400508,33.0,0.0,0.0,65.0,0.0273972602739726,2846.1598602887175,8839.607648723999,0.015208659975846972,8926.751106443942,0.016857508325632597
IMMUNOLOGY,2018-07-01,2018,7,0.09049291200549134,33.0,1.0,0.030303030303030304,63.0,0.02666666666666667,2864.0174035570476,8891.1613556521,0.005832126150479455,8856.79654516045,-0.00783650854037965
IMMUNOLOGY,2018-08-01,2018,8,0.08819324658686398,33.0,3.0,0.09090909090909091,151.0,0.06329113924050632,2865.0359263505975,8946.764122877856,0.006253712535585487,8891.189115673007,0.0038831839861275252
IMMUNOLOGY,2018-09-01,2018,9,0.08802183940245903,33.0,0.0,0.0,0.0,0.0,2891.548270792305,9109.607661568425,0.01820138951402117,9150.835556774562,0.029202667688606576
IMMUNOLOGY,2018-10-01,2018,10,0.08769203176855113,33.0,0.0,0.0,0.0,0.0,2942.8496481200687,9406.65551433014,0.03260819387588976,9380.32595071661,0.02507862724865051
IMMUNOLOGY,2018-11-01,2018,11,0.08711053304912816,33.0,0.0,0.0,0.0,0.0,2917.803203617426,9440.034155960306,0.0035484069315940836,9523.728753482685,0.01528761404662271
IMMUNOLOGY,2018-12-01,2018,12,0.08679467113277861,33.0,0.0,0.0,27.0,0.011494252873563218,2956.3132719630166,9743.001603908137,0.03209389319386524,9881.266148233512,0.03754174483603179
IMMUNOLOGY,2019-01-01,2019,1,0.08641355312562675,33.0,0.0,0.0,0.0,0.0,3082.8397435519064,10206.4208727871,0.04756432234323715,10291.295692512163,0.04149564824260432
IMMUNOLOGY,2019-02-01,2019,2,0.06504908590020851,33.0,28.0,0.8484848484848485,1640.0,0.6888888888888889,3246.2793985005264,10976.381858797253,0.07543888260213372,10903.121080552744,0.0594507636667887
IMMUNOLOGY,2019-03-01,2019,3,0.06520876046723828,33.0,0.0,0.0,157.0,0.06593406593406594,3283.4831563865796,11331.537505969845,0.032356349454802036,11232.299154880058,0.03019117846122521
IMMUNOLOGY,2019-04-01,2019,4,0.06529816393612108,33.0,0.0,0.0,0.0,0.0,3321.5974933494836,11627.74863527413,0.026140418204346094,11517.324715506358,0.0253755314647639
IMMUNOLOGY,2019-05-01,2019,5,0.06522999796851763,33.0,0.0,0.0,0.0,0.0,3325.4182497879183,11801.521918660905,0.014944705878798592,11930.422717303984,0.035867531045768786
IMMUNOLOGY,2019-06-01,2019,6,0.06541443504102493,33.0,0.0,0.0,25.0,0.010638297872340424,3438.1743692476934,12282.806947504463,0.040781606996173725,12419.261916626636,0.04097417257593361
IMMUNOLOGY,2019-07-01,2019,7,0.0649926109892699,33.0,0.0,0.0,25.0,0.010526315789473684,3427.0897971477525,12325.566778424482,0.0034812751761685856,12585.09636922228,0.01335300388291416
IMMUNOLOGY,2019-08-01,2019,8,0.06563284208537208,33.0,7.0,0.21212121212121213,276.0,0.11578947368421053,3461.978785743243,12543.35941587837,0.01766998965395472,12726.660551400168,0.011248557660956227
IMMUNOLOGY,2019-09-01,2019,9,0.06591797006206067,33.0,0.0,0.0,0.0,0.0,3824.5244673619654,13394.121294339668,0.06782567972853704,13329.283479235182,0.04735122190154706
IMMUNOLOGY,2019-10-01,2019,10,0.06609147157275322,33.0,0.0,0.0,0.0,0.0,4087.4456841742162,13868.003155133383,0.03537983943702061,13690.587345542604,0.027106023130971213
IMMUNOLOGY,2019-11-01,2019,11,0.0662137414526123,33.0,0.0,0.0,24.0,0.010101010101010102,4209.704924408943,14204.61178652487,0.02427232151781622,14055.700709329258,0.02666893352136035
IMMUNOLOGY,2019-12-01,2019,12,0.0663652025250367,33.0,0.0,0.0,0.0,0.0,4423.048548092059,14587.82281407896,0.026977930359041613,14375.58651298018,0.022758438747817245
IMMUNOLOGY,2020-01-01,2020,1,0.06649901467576144,33.0,0.0,0.0,0.0,0.0,4577.427184653738,14986.509960849233,0.027330133622509578,14812.189636101828,0.03037115200325391
IMMUNOLOGY,2020-02-01,2020,2,0.05569157983260977,33.0,32.0,0.9696969696969697,1952.0,0.82,4916.193452665534,15928.348385362931,0.06284574774074536,15523.021181487395,0.04798963305553783
IMMUNOLOGY,2020-03-01,2020,3,0.055468860627605705,33.0,0.0,0.0,167.0,0.07,4970.457864009977,16099.70151872821,0.01075774645428651,15928.957287317357,0.02615058635068257
IMMUNOLOGY,2020-04-01,2020,4,0.0553007499173309,33.0,0.0,0.0,0.0,0.0,4946.410130911117,16221.595388922195,0.007571188201979329,16264.3817658142,0.02105752890453849
IMMUNOLOGY,2020-05-01,2020,5,0.05515481789182336,33.0,0.0,0.0,24.0,0.01,4976.770591942823,16351.698305967408,0.00802035274126367,16494.42371234853,0.014143909670015775
