Class,Year,Month,Y/Y Percent change,# drugs,# price changes,# price changes prediction,Percent # price changes,Percent # price changes prediction,TRx weighted WAC,Sales weighted WAC,Sales weighted WAC predictions
"OPHTHALMOLOGY, GENERAL",2015,1,,36.0,33.0,2401.0,0.9166666666666666,0.9302325581395348,49.06390308402196,60.374503552740485,61.448030381821034
"OPHTHALMOLOGY, GENERAL",2015,2,,36.0,0.0,0.0,0.0,0.0,49.206746998757424,60.244008281843165,62.96249859025252
"OPHTHALMOLOGY, GENERAL",2015,3,,36.0,0.0,0.0,0.0,0.0,49.709423157439375,59.77095606862745,61.445809066622466
"OPHTHALMOLOGY, GENERAL",2015,4,,36.0,3.0,180.0,0.08333333333333333,0.06976744186046513,51.354139367306374,62.729825125497015,62.939503240742205
"OPHTHALMOLOGY, GENERAL",2015,5,,36.0,6.0,480.0,0.16666666666666666,0.18604651162790695,51.51888453163877,62.33024940799297,62.186680390356344
"OPHTHALMOLOGY, GENERAL",2015,6,,36.0,0.0,60.0,0.0,0.02325581395348837,50.87307359160721,63.25457671160969,62.571287324038046
"OPHTHALMOLOGY, GENERAL",2015,7,,36.0,10.0,840.0,0.2777777777777778,0.32558139534883723,51.92736500354691,64.86723756398749,63.790297750938294
"OPHTHALMOLOGY, GENERAL",2015,8,0.2172896297779836,36.0,0.0,0.0,0.0,0.0,52.20689677788498,65.25841632157928,64.53820868744724
"OPHTHALMOLOGY, GENERAL",2015,9,0.2166228823254322,36.0,0.0,0.0,0.0,0.0,52.062375507875096,65.28020595224142,65.19361609896598
"OPHTHALMOLOGY, GENERAL",2015,10,0.152846907488623,36.0,0.0,0.0,0.0,0.0,51.92311198599362,65.59659766343052,64.75655043279812
"OPHTHALMOLOGY, GENERAL",2015,11,0.15235389402774854,36.0,0.0,0.0,0.0,0.0,51.39720238088688,65.19953599975301,64.02416602662497
"OPHTHALMOLOGY, GENERAL",2015,12,0.14806376184530706,36.0,0.0,0.0,0.0,0.0,50.92862443825537,64.73440699718579,62.67041703884674
"OPHTHALMOLOGY, GENERAL",2016,1,0.06628093986475851,36.0,9.0,720.0,0.25,0.2790697674418605,50.880636301448156,65.60870681352829,63.622979474204904
"OPHTHALMOLOGY, GENERAL",2016,2,0.06640534869751248,36.0,0.0,0.0,0.0,0.0,50.89667375496467,65.49401454913522,64.87462627747968
"OPHTHALMOLOGY, GENERAL",2016,3,0.06546373090498214,36.0,0.0,0.0,0.0,0.0,51.3863841403629,64.92959239050603,65.66545015463979
"OPHTHALMOLOGY, GENERAL",2016,4,0.037057625629285496,36.0,1.0,240.0,0.027777777777777776,0.09302325581395347,51.713323897292945,64.94843048114627,62.01117919189019
"OPHTHALMOLOGY, GENERAL",2016,5,0.034689925241369414,36.0,0.0,0.0,0.0,0.0,51.60852246669084,65.01073262457273,64.10988638277928
"OPHTHALMOLOGY, GENERAL",2016,6,0.03298572241940671,36.0,0.0,60.0,0.0,0.02325581395348837,50.99614693568176,65.25340438694305,65.62718140432321
"OPHTHALMOLOGY, GENERAL",2016,7,0.004422079288866099,36.0,0.0,0.0,0.0,0.0,51.02098885169851,65.78729993613833,65.61508449533936
"OPHTHALMOLOGY, GENERAL",2016,8,0.004512869187128809,36.0,0.0,0.0,0.0,0.0,50.938940191107356,65.81145361266148,66.63535147036383
"OPHTHALMOLOGY, GENERAL",2016,9,0.004508839310981492,36.0,0.0,0.0,0.0,0.0,51.00458507746445,65.86731161616767,66.47728776302418
"OPHTHALMOLOGY, GENERAL",2016,10,0.0044959586440910145,36.0,0.0,0.0,0.0,0.0,50.86781666541911,66.0471250969249,66.48694325421512
"OPHTHALMOLOGY, GENERAL",2016,11,0.004557913830289343,36.0,0.0,0.0,0.0,0.0,50.33053319029687,65.82700640493277,66.16561847394603
"OPHTHALMOLOGY, GENERAL",2016,12,0.0043941581807841424,36.0,0.0,0.0,0.0,0.0,49.8062641845192,64.61292436747952,64.8870600921725
"OPHTHALMOLOGY, GENERAL",2017,1,1.8645253468984156e-05,36.0,0.0,0.0,0.0,0.0,49.701683912374556,64.66313762354156,64.60275434460179
"OPHTHALMOLOGY, GENERAL",2017,2,0.05358156627653737,36.0,33.0,2170.0,0.9166666666666666,0.8409090909090909,52.10451992376663,66.64113338852721,66.60528305276364
"OPHTHALMOLOGY, GENERAL",2017,3,0.054100101548461794,36.0,0.0,0.0,0.0,0.0,52.40662761089731,65.91923851776458,66.7389711008923
"OPHTHALMOLOGY, GENERAL",2017,4,0.05427073165677738,36.0,0.0,0.0,0.0,0.0,52.85252785290998,65.49224594561892,64.80254961922687
"OPHTHALMOLOGY, GENERAL",2017,5,0.05444853066653449,36.0,0.0,0.0,0.0,0.0,52.69541600824838,65.19903405667999,65.97643113731796
"OPHTHALMOLOGY, GENERAL",2017,6,0.0550551234958228,36.0,0.0,0.0,0.0,0.0,50.74160790710573,65.16289114741761,67.10398912847704
"OPHTHALMOLOGY, GENERAL",2017,7,0.05560888307023542,36.0,0.0,120.0,0.0,0.04651162790697674,48.83193462864684,64.91489217684872,67.61387884704469
"OPHTHALMOLOGY, GENERAL",2017,8,0.08446218718624726,36.0,5.0,293.0,0.1388888888888889,0.11363636363636365,49.95272058798693,68.08150730417967,68.66741059852987
"OPHTHALMOLOGY, GENERAL",2017,9,0.0847917421667665,36.0,0.0,0.0,0.0,0.0,49.946709148820474,68.3685486643135,68.93064881000679
"OPHTHALMOLOGY, GENERAL",2017,10,0.08545692518376387,36.0,0.0,0.0,0.0,0.0,49.72438838666251,68.475044448651,68.94045154650588
"OPHTHALMOLOGY, GENERAL",2017,11,0.08629125309790084,36.0,0.0,0.0,0.0,0.0,49.38516714598705,68.4241865528655,68.62871417685813
"OPHTHALMOLOGY, GENERAL",2017,12,0.08630886031547255,36.0,0.0,0.0,0.0,0.0,48.933253071254136,67.47264508379754,67.46151412419144
"OPHTHALMOLOGY, GENERAL",2018,1,0.08791922029593831,36.0,0.0,0.0,0.0,0.0,48.366438144136346,67.94563668376561,67.74203262122325
"OPHTHALMOLOGY, GENERAL",2018,2,0.09120103269104553,36.0,33.0,2229.0,0.9166666666666666,0.8636363636363636,50.74901041149521,70.85794453530889,69.65442692374046
"OPHTHALMOLOGY, GENERAL",2018,3,0.09159710123863724,36.0,0.0,0.0,0.0,0.0,50.480654642755354,70.4501653126364,69.08437484347749
"OPHTHALMOLOGY, GENERAL",2018,4,0.09112053786624127,36.0,0.0,0.0,0.0,0.0,50.43792352438343,69.95076009524895,69.01279974189079
"OPHTHALMOLOGY, GENERAL",2018,5,0.09139567476852277,36.0,0.0,0.0,0.0,0.0,50.3006061729237,69.69727156688157,69.37943029270765
"OPHTHALMOLOGY, GENERAL",2018,6,0.09175140506910838,36.0,0.0,0.0,0.0,0.0,50.11605488317171,69.82814451113178,70.27753156060174
"OPHTHALMOLOGY, GENERAL",2018,7,0.0920501024751336,36.0,0.0,0.0,0.0,0.0,50.09805719127227,70.22299034259933,71.22128038799545
"OPHTHALMOLOGY, GENERAL",2018,8,0.057817862266701325,36.0,0.0,0.0,0.0,0.0,50.09180557882673,70.23607925106734,72.20821970283076
"OPHTHALMOLOGY, GENERAL",2018,9,0.057432513874613116,36.0,0.0,0.0,0.0,0.0,50.30819138426401,70.91914463814715,72.74284410273837
"OPHTHALMOLOGY, GENERAL",2018,10,0.057096551768884736,36.0,0.0,0.0,0.0,0.0,50.429639252335846,71.25689579920028,72.6038343062895
"OPHTHALMOLOGY, GENERAL",2018,11,0.057069456239615984,36.0,0.0,0.0,0.0,0.0,50.309201579022556,71.09590843382529,72.15484502140583
"OPHTHALMOLOGY, GENERAL",2018,12,0.058167423835081576,36.0,0.0,0.0,0.0,0.0,49.956867076715625,69.93543205435438,70.96244162988029
"OPHTHALMOLOGY, GENERAL",2019,1,0.056998217378146365,36.0,0.0,0.0,0.0,0.0,49.91965042294163,70.36569479441506,71.65519609454067
"OPHTHALMOLOGY, GENERAL",2019,2,0.0253286823923094,36.0,16.0,983.0,0.4444444444444444,0.3809523809523809,51.13966164184785,70.77923098541656,73.31728616031377
"OPHTHALMOLOGY, GENERAL",2019,3,0.06893241958518621,36.0,6.0,369.0,0.16666666666666666,0.14285714285714285,52.70310860605529,74.30009927631802,71.93393250783309
"OPHTHALMOLOGY, GENERAL",2019,4,0.06836835620980751,35.0,0.0,0.0,0.0,0.0,53.456162379510424,74.64091721630729,73.57524853525194
