,row,column,corr
0,A.C.T.H.,A.C.T.H.,1.0
1,A.C.T.H.,A05A1 CHOLERETICS+CHOLEKINETIC,0.2622174047817135
2,A.C.T.H.,ADHD,0.7443723395133705
3,A.C.T.H.,ALL OTHER RESPIRATORY,-0.617798245072552
4,A.C.T.H.,ALL OTHER THERAPEUTICS,0.8072192426041178
5,A.C.T.H.,ALL OTHER UROLOGICAL,0.8594160270982848
6,A.C.T.H.,"ALLERGY, SYSTEMIC & NASAL",0.5575521076680802
7,A.C.T.H.,ANTI-ALZHEIMERS,0.6230829273077698
8,A.C.T.H.,"ANTI-ANAEMICS, IRON AND ALL COMBINATIONS",0.579272624171006
9,A.C.T.H.,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,-0.12967783570015148
10,A.C.T.H.,"ANTI-OBESITY PREPS, EXCL. DIETETICS",-0.5722317906508677
11,A.C.T.H.,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",0.733765576664523
12,A.C.T.H.,ANTI-ULCERANTS,0.6193509962194025
13,A.C.T.H.,ANTIBACTERIALS,0.6660793302334961
14,A.C.T.H.,ANTICOAGULANTS,-0.6756331116733728
15,A.C.T.H.,ANTIDIABETICS,-0.36803480272052363
16,A.C.T.H.,ANTIGOUT PREPS,0.6027203689299135
17,A.C.T.H.,"ANTIHYPERTENSIVES, PLAIN & COMBO",0.644362741661532
18,A.C.T.H.,ANTITUBERCULARS,-0.5453686342143681
19,A.C.T.H.,"ANTIVIRALS, HERPES",0.54821325476736
20,A.C.T.H.,BISPHOSPHONATES TUMOR-RELATED & BONY METASTASES,0.541803619670314
21,A.C.T.H.,BLOOD COAGULATION,0.6801408346710985
22,A.C.T.H.,BPH (BENIGN PROSTATIC HYPERTROPHY),0.4886155180667847
23,A.C.T.H.,"CANCER DETOX AG, ANTI-NAUSEANTS",0.6494464564232432
24,A.C.T.H.,"CORTICOSTEROIDS, PLAIN & COMBO",0.7164377780726743
25,A.C.T.H.,"COUGH COLD, INCL FLU ANTIVIRALS",0.21923437918500405
26,A.C.T.H.,DERMATOLOGICS,0.7722899659986421
27,A.C.T.H.,DIAGNOSTIC EQUIP & ACCESSORIES & ALLERGEN TESTS,-0.36940386707724676
28,A.C.T.H.,DIETETICS,-0.2787300773780141
29,A.C.T.H.,EAR TREATMENTS&EYE-EAR COMBOS,0.7346403142746935
30,A.C.T.H.,ERECTILE DYSFUNCTION,0.7860108586597735
31,A.C.T.H.,ERYTHROPOIETINS,0.5228297547280486
32,A.C.T.H.,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,-0.2746578124115955
33,A.C.T.H.,GI PRODUCTS,-0.496214806025655
34,A.C.T.H.,GROWTH HORMONES,-0.6921181612970645
35,A.C.T.H.,HEMATOPOIETIC GROWTH FACTORS,0.889260035393369
36,A.C.T.H.,HIV ANTIVIRALS,0.8392885352862696
37,A.C.T.H.,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",0.754226871666235
38,A.C.T.H.,HOSPITAL SOLUTIONS,-0.45503106174887625
39,A.C.T.H.,HYPOTHALAMIC HORMONES,-0.590965592717947
40,A.C.T.H.,IMAGING,0.14476204106022802
41,A.C.T.H.,IMMUNOLOGY,-0.6267435453081828
42,A.C.T.H.,IMMUNOSUPPRESSANTS,0.7539876504195472
43,A.C.T.H.,"INTERFERONS, EXCL MS MARKET",0.5334130953789706
44,A.C.T.H.,J07D6 TUBERCULOSIS VACCINES,0.4741269176853278
45,A.C.T.H.,LABOUR INDUCERS,0.05355383177795294
46,A.C.T.H.,LIPID REGULATORS,0.623856134147818
47,A.C.T.H.,MENTAL HEALTH,0.5297071431514263
48,A.C.T.H.,MIOTICS+ANTIGLAUCOMA PREPS,0.7517128864186693
49,A.C.T.H.,MULTIPLE SCLEROSIS,0.7779917249382376
50,A.C.T.H.,"NASAL PREPS, TOPICAL",0.5417167014786484
51,A.C.T.H.,NERVOUS SYSTEM DISORDERS,0.623744688053869
52,A.C.T.H.,OCULAR ANTINEOVASCULARISATION,-0.5193817259876683
53,A.C.T.H.,ONCOLOGICS,-0.46468465486398286
54,A.C.T.H.,"OPHTHALMOLOGY, GENERAL",0.7024096045005173
55,A.C.T.H.,OSTEOPOROSIS,0.5509494955187407
56,A.C.T.H.,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,0.04696410550557194
57,A.C.T.H.,OTHER CARDIOVASCULARS,0.08397175158027649
58,A.C.T.H.,OTHER CNS,0.21311372459640254
59,A.C.T.H.,OTHER HAEMATOLOGICALS,-0.631349482363743
60,A.C.T.H.,OTHER HORMONES,0.8037328615692153
61,A.C.T.H.,OTHER WOMEN'S HEALTH,0.6992906404620177
62,A.C.T.H.,PAIN,0.620367292854633
63,A.C.T.H.,POLYVAL IMMUNOGLOBLULINS IV&IM,0.8272875677812264
64,A.C.T.H.,RESP ANTIVIRALS EX FLU,-0.15773863634914648
65,A.C.T.H.,RESPIRATORY AGENTS,0.5463878785774369
66,A.C.T.H.,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",0.6951166879423406
67,A.C.T.H.,SPEC IMMUNOGLOBULINS & ANTITOXIC SERA,-0.022106776370608993
68,A.C.T.H.,SYST ANTIFUNGALS,0.44748542554108983
69,A.C.T.H.,THROMBOPOIETIN AGONISTS,-0.5550728730894047
70,A.C.T.H.,THYROID ANTI-THYROID AND IODINE PREPS,0.6014173922383236
71,A.C.T.H.,URINARY INCONTINENCE,0.7094841978278218
72,A.C.T.H.,"VACCINES (PURE, COMB, OTHER)",-0.09183913880617954
73,A.C.T.H.,VIRAL HEPATITIS,0.217452813912867
74,A.C.T.H.,VITAMINS & MINERALS,0.6682810429569508
75,A05A1 CHOLERETICS+CHOLEKINETIC,A.C.T.H.,0.2622174047817135
76,A05A1 CHOLERETICS+CHOLEKINETIC,A05A1 CHOLERETICS+CHOLEKINETIC,1.0
77,A05A1 CHOLERETICS+CHOLEKINETIC,ADHD,0.2976933192872443
78,A05A1 CHOLERETICS+CHOLEKINETIC,ALL OTHER RESPIRATORY,-0.020383540592209287
79,A05A1 CHOLERETICS+CHOLEKINETIC,ALL OTHER THERAPEUTICS,0.36354788899294443
80,A05A1 CHOLERETICS+CHOLEKINETIC,ALL OTHER UROLOGICAL,0.2016370263850979
81,A05A1 CHOLERETICS+CHOLEKINETIC,"ALLERGY, SYSTEMIC & NASAL",0.19066023993828962
82,A05A1 CHOLERETICS+CHOLEKINETIC,ANTI-ALZHEIMERS,0.08782515187075447
83,A05A1 CHOLERETICS+CHOLEKINETIC,"ANTI-ANAEMICS, IRON AND ALL COMBINATIONS",0.23329933524454424
84,A05A1 CHOLERETICS+CHOLEKINETIC,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,-0.036576605631496034
85,A05A1 CHOLERETICS+CHOLEKINETIC,"ANTI-OBESITY PREPS, EXCL. DIETETICS",-0.32376222676768024
86,A05A1 CHOLERETICS+CHOLEKINETIC,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",0.25939554303681434
87,A05A1 CHOLERETICS+CHOLEKINETIC,ANTI-ULCERANTS,0.23186278884209166
88,A05A1 CHOLERETICS+CHOLEKINETIC,ANTIBACTERIALS,0.1946019800776003
89,A05A1 CHOLERETICS+CHOLEKINETIC,ANTICOAGULANTS,-0.14606622359505986
90,A05A1 CHOLERETICS+CHOLEKINETIC,ANTIDIABETICS,0.11418320589826984
91,A05A1 CHOLERETICS+CHOLEKINETIC,ANTIGOUT PREPS,0.0925509363127737
92,A05A1 CHOLERETICS+CHOLEKINETIC,"ANTIHYPERTENSIVES, PLAIN & COMBO",0.36518438888333615
93,A05A1 CHOLERETICS+CHOLEKINETIC,ANTITUBERCULARS,-0.1033145155077755
94,A05A1 CHOLERETICS+CHOLEKINETIC,"ANTIVIRALS, HERPES",0.2767392624191437
95,A05A1 CHOLERETICS+CHOLEKINETIC,BISPHOSPHONATES TUMOR-RELATED & BONY METASTASES,0.23827377983706047
96,A05A1 CHOLERETICS+CHOLEKINETIC,BLOOD COAGULATION,0.09808044765795206
97,A05A1 CHOLERETICS+CHOLEKINETIC,BPH (BENIGN PROSTATIC HYPERTROPHY),0.08077178835888073
98,A05A1 CHOLERETICS+CHOLEKINETIC,"CANCER DETOX AG, ANTI-NAUSEANTS",0.4340594669841129
99,A05A1 CHOLERETICS+CHOLEKINETIC,"CORTICOSTEROIDS, PLAIN & COMBO",0.349408308615049
100,A05A1 CHOLERETICS+CHOLEKINETIC,"COUGH COLD, INCL FLU ANTIVIRALS",0.04728540832835745
101,A05A1 CHOLERETICS+CHOLEKINETIC,DERMATOLOGICS,0.32725799536006317
102,A05A1 CHOLERETICS+CHOLEKINETIC,DIAGNOSTIC EQUIP & ACCESSORIES & ALLERGEN TESTS,0.0608227513524996
103,A05A1 CHOLERETICS+CHOLEKINETIC,DIETETICS,0.060467286766209404
104,A05A1 CHOLERETICS+CHOLEKINETIC,EAR TREATMENTS&EYE-EAR COMBOS,0.35042902215619065
105,A05A1 CHOLERETICS+CHOLEKINETIC,ERECTILE DYSFUNCTION,0.2034937075624321
106,A05A1 CHOLERETICS+CHOLEKINETIC,ERYTHROPOIETINS,0.29059805794939075
107,A05A1 CHOLERETICS+CHOLEKINETIC,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,0.13992585154830328
108,A05A1 CHOLERETICS+CHOLEKINETIC,GI PRODUCTS,-0.05590508392691186
109,A05A1 CHOLERETICS+CHOLEKINETIC,GROWTH HORMONES,-0.10953720548816356
110,A05A1 CHOLERETICS+CHOLEKINETIC,HEMATOPOIETIC GROWTH FACTORS,0.28594927629119227
111,A05A1 CHOLERETICS+CHOLEKINETIC,HIV ANTIVIRALS,0.3301527386352469
112,A05A1 CHOLERETICS+CHOLEKINETIC,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",0.27043985288281086
113,A05A1 CHOLERETICS+CHOLEKINETIC,HOSPITAL SOLUTIONS,-0.23825825116906854
114,A05A1 CHOLERETICS+CHOLEKINETIC,HYPOTHALAMIC HORMONES,-0.06802716069047615
115,A05A1 CHOLERETICS+CHOLEKINETIC,IMAGING,0.10160993313241669
116,A05A1 CHOLERETICS+CHOLEKINETIC,IMMUNOLOGY,-0.10793783006282219
117,A05A1 CHOLERETICS+CHOLEKINETIC,IMMUNOSUPPRESSANTS,0.22908775072751716
118,A05A1 CHOLERETICS+CHOLEKINETIC,"INTERFERONS, EXCL MS MARKET",0.2203429546884632
119,A05A1 CHOLERETICS+CHOLEKINETIC,J07D6 TUBERCULOSIS VACCINES,0.13715862645910856
120,A05A1 CHOLERETICS+CHOLEKINETIC,LABOUR INDUCERS,-0.3212807262520092
121,A05A1 CHOLERETICS+CHOLEKINETIC,LIPID REGULATORS,0.33373319363442605
122,A05A1 CHOLERETICS+CHOLEKINETIC,MENTAL HEALTH,0.28533302184161075
123,A05A1 CHOLERETICS+CHOLEKINETIC,MIOTICS+ANTIGLAUCOMA PREPS,0.2612578034927854
124,A05A1 CHOLERETICS+CHOLEKINETIC,MULTIPLE SCLEROSIS,0.21378032465325392
125,A05A1 CHOLERETICS+CHOLEKINETIC,"NASAL PREPS, TOPICAL",0.19340522440530675
126,A05A1 CHOLERETICS+CHOLEKINETIC,NERVOUS SYSTEM DISORDERS,0.09935732402666804
127,A05A1 CHOLERETICS+CHOLEKINETIC,OCULAR ANTINEOVASCULARISATION,-0.11279133890296328
128,A05A1 CHOLERETICS+CHOLEKINETIC,ONCOLOGICS,-0.04111134649294144
129,A05A1 CHOLERETICS+CHOLEKINETIC,"OPHTHALMOLOGY, GENERAL",0.1540654457790058
130,A05A1 CHOLERETICS+CHOLEKINETIC,OSTEOPOROSIS,0.24686386881581468
131,A05A1 CHOLERETICS+CHOLEKINETIC,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,0.03857263744882588
132,A05A1 CHOLERETICS+CHOLEKINETIC,OTHER CARDIOVASCULARS,0.3072358765076551
133,A05A1 CHOLERETICS+CHOLEKINETIC,OTHER CNS,0.06716978784874891
134,A05A1 CHOLERETICS+CHOLEKINETIC,OTHER HAEMATOLOGICALS,-0.2182082828141579
135,A05A1 CHOLERETICS+CHOLEKINETIC,OTHER HORMONES,0.2554550217645447
136,A05A1 CHOLERETICS+CHOLEKINETIC,OTHER WOMEN'S HEALTH,0.10304519417349439
137,A05A1 CHOLERETICS+CHOLEKINETIC,PAIN,0.31416131520744334
138,A05A1 CHOLERETICS+CHOLEKINETIC,POLYVAL IMMUNOGLOBLULINS IV&IM,-0.36509404871662376
139,A05A1 CHOLERETICS+CHOLEKINETIC,RESP ANTIVIRALS EX FLU,-0.18087097111218342
140,A05A1 CHOLERETICS+CHOLEKINETIC,RESPIRATORY AGENTS,0.19495791908680268
141,A05A1 CHOLERETICS+CHOLEKINETIC,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",0.2680750099428458
142,A05A1 CHOLERETICS+CHOLEKINETIC,SPEC IMMUNOGLOBULINS & ANTITOXIC SERA,0.054249412539147654
143,A05A1 CHOLERETICS+CHOLEKINETIC,SYST ANTIFUNGALS,0.15051484065305198
144,A05A1 CHOLERETICS+CHOLEKINETIC,THROMBOPOIETIN AGONISTS,-0.2531922645734618
145,A05A1 CHOLERETICS+CHOLEKINETIC,THYROID ANTI-THYROID AND IODINE PREPS,0.2809057160224747
146,A05A1 CHOLERETICS+CHOLEKINETIC,URINARY INCONTINENCE,0.24008219311804904
147,A05A1 CHOLERETICS+CHOLEKINETIC,"VACCINES (PURE, COMB, OTHER)",-0.06949718838008469
148,A05A1 CHOLERETICS+CHOLEKINETIC,VIRAL HEPATITIS,0.05553390804445297
149,A05A1 CHOLERETICS+CHOLEKINETIC,VITAMINS & MINERALS,0.26700291288172223
150,ADHD,A.C.T.H.,0.7443723395133705
151,ADHD,A05A1 CHOLERETICS+CHOLEKINETIC,0.2976933192872443
152,ADHD,ADHD,1.0
153,ADHD,ALL OTHER RESPIRATORY,-0.7702715464933411
154,ADHD,ALL OTHER THERAPEUTICS,0.8014263976592492
155,ADHD,ALL OTHER UROLOGICAL,0.7355415415606334
156,ADHD,"ALLERGY, SYSTEMIC & NASAL",0.7248996270085403
157,ADHD,ANTI-ALZHEIMERS,0.7960962502728948
158,ADHD,"ANTI-ANAEMICS, IRON AND ALL COMBINATIONS",0.8537113104821614
159,ADHD,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,-0.31706080380019086
160,ADHD,"ANTI-OBESITY PREPS, EXCL. DIETETICS",-0.8197191398695093
161,ADHD,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",0.8462083492486608
162,ADHD,ANTI-ULCERANTS,0.83890482113844
163,ADHD,ANTIBACTERIALS,0.8783373325617716
164,ADHD,ANTICOAGULANTS,-0.8272748569983986
165,ADHD,ANTIDIABETICS,-0.5455848371094401
166,ADHD,ANTIGOUT PREPS,0.551949450631224
167,ADHD,"ANTIHYPERTENSIVES, PLAIN & COMBO",0.8823102712241824
168,ADHD,ANTITUBERCULARS,-0.5865500313851724
169,ADHD,"ANTIVIRALS, HERPES",0.791843769934677
170,ADHD,BISPHOSPHONATES TUMOR-RELATED & BONY METASTASES,0.4093596660702745
171,ADHD,BLOOD COAGULATION,0.786078629957386
172,ADHD,BPH (BENIGN PROSTATIC HYPERTROPHY),0.7428130527006291
173,ADHD,"CANCER DETOX AG, ANTI-NAUSEANTS",0.5341959070283061
174,ADHD,"CORTICOSTEROIDS, PLAIN & COMBO",0.7462662860001311
175,ADHD,"COUGH COLD, INCL FLU ANTIVIRALS",0.40705713614531036
176,ADHD,DERMATOLOGICS,0.6871422242207921
177,ADHD,DIAGNOSTIC EQUIP & ACCESSORIES & ALLERGEN TESTS,-0.5648008041571192
178,ADHD,DIETETICS,-0.17075416716427302
179,ADHD,EAR TREATMENTS&EYE-EAR COMBOS,0.5204643140651853
180,ADHD,ERECTILE DYSFUNCTION,0.8680409419587686
181,ADHD,ERYTHROPOIETINS,0.6832035993573281
182,ADHD,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,-0.3938793882307079
183,ADHD,GI PRODUCTS,-0.7089723076931648
184,ADHD,GROWTH HORMONES,-0.8007993730103689
185,ADHD,HEMATOPOIETIC GROWTH FACTORS,0.83037527300117
186,ADHD,HIV ANTIVIRALS,0.7374031926680902
187,ADHD,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",0.8987320972918191
188,ADHD,HOSPITAL SOLUTIONS,-0.34121571001839174
189,ADHD,HYPOTHALAMIC HORMONES,-0.6590125044977505
190,ADHD,IMAGING,-0.011963607869561028
191,ADHD,IMMUNOLOGY,-0.7885140177291007
192,ADHD,IMMUNOSUPPRESSANTS,0.8809604629690831
193,ADHD,"INTERFERONS, EXCL MS MARKET",0.6488185862164909
194,ADHD,J07D6 TUBERCULOSIS VACCINES,0.3746681999606141
195,ADHD,LABOUR INDUCERS,-0.28396713613407537
196,ADHD,LIPID REGULATORS,0.8922023973139778
197,ADHD,MENTAL HEALTH,0.766966089325509
198,ADHD,MIOTICS+ANTIGLAUCOMA PREPS,0.8711070529815906
199,ADHD,MULTIPLE SCLEROSIS,0.6324777407174216
200,ADHD,"NASAL PREPS, TOPICAL",0.8380198228019754
201,ADHD,NERVOUS SYSTEM DISORDERS,0.5826430285884473
202,ADHD,OCULAR ANTINEOVASCULARISATION,-0.4853498879186476
203,ADHD,ONCOLOGICS,-0.7040772418781286
204,ADHD,"OPHTHALMOLOGY, GENERAL",0.8418803165109152
205,ADHD,OSTEOPOROSIS,0.7886470853089567
206,ADHD,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,0.30450111744623587
207,ADHD,OTHER CARDIOVASCULARS,-0.045886383484129364
208,ADHD,OTHER CNS,0.012119700105689673
209,ADHD,OTHER HAEMATOLOGICALS,-0.76940896860423
210,ADHD,OTHER HORMONES,0.7498090446766814
211,ADHD,OTHER WOMEN'S HEALTH,0.30904345400604755
212,ADHD,PAIN,0.820371680849822
213,ADHD,POLYVAL IMMUNOGLOBLULINS IV&IM,0.4622346767526795
214,ADHD,RESP ANTIVIRALS EX FLU,0.22399982533852655
215,ADHD,RESPIRATORY AGENTS,0.521761421520776
216,ADHD,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",0.8973756445503867
217,ADHD,SPEC IMMUNOGLOBULINS & ANTITOXIC SERA,0.09340929182036814
218,ADHD,SYST ANTIFUNGALS,0.44536659833293013
219,ADHD,THROMBOPOIETIN AGONISTS,-0.8678174634148315
220,ADHD,THYROID ANTI-THYROID AND IODINE PREPS,0.6338916415388717
221,ADHD,URINARY INCONTINENCE,0.7590775614540815
222,ADHD,"VACCINES (PURE, COMB, OTHER)",-0.12097449756684177
223,ADHD,VIRAL HEPATITIS,0.4725911839712677
224,ADHD,VITAMINS & MINERALS,0.8761610377808113
225,ALL OTHER RESPIRATORY,A.C.T.H.,-0.617798245072552
226,ALL OTHER RESPIRATORY,A05A1 CHOLERETICS+CHOLEKINETIC,-0.020383540592209287
227,ALL OTHER RESPIRATORY,ADHD,-0.7702715464933411
228,ALL OTHER RESPIRATORY,ALL OTHER RESPIRATORY,1.0
229,ALL OTHER RESPIRATORY,ALL OTHER THERAPEUTICS,-0.5652656475230476
230,ALL OTHER RESPIRATORY,ALL OTHER UROLOGICAL,-0.6884640816454255
231,ALL OTHER RESPIRATORY,"ALLERGY, SYSTEMIC & NASAL",-0.8473293361722909
232,ALL OTHER RESPIRATORY,ANTI-ALZHEIMERS,-0.8988405407797027
233,ALL OTHER RESPIRATORY,"ANTI-ANAEMICS, IRON AND ALL COMBINATIONS",-0.8608656538539854
234,ALL OTHER RESPIRATORY,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,0.4059605474467539
235,ALL OTHER RESPIRATORY,"ANTI-OBESITY PREPS, EXCL. DIETETICS",0.6333967862924667
236,ALL OTHER RESPIRATORY,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",-0.806638833440901
237,ALL OTHER RESPIRATORY,ANTI-ULCERANTS,-0.9092982389586104
238,ALL OTHER RESPIRATORY,ANTIBACTERIALS,-0.9218015019758418
239,ALL OTHER RESPIRATORY,ANTICOAGULANTS,0.9302747521326898
240,ALL OTHER RESPIRATORY,ANTIDIABETICS,0.8705683256153964
241,ALL OTHER RESPIRATORY,ANTIGOUT PREPS,-0.6797081142895715
242,ALL OTHER RESPIRATORY,"ANTIHYPERTENSIVES, PLAIN & COMBO",-0.8345065253084507
243,ALL OTHER RESPIRATORY,ANTITUBERCULARS,0.5886211025431926
244,ALL OTHER RESPIRATORY,"ANTIVIRALS, HERPES",-0.8608403568767187
245,ALL OTHER RESPIRATORY,BISPHOSPHONATES TUMOR-RELATED & BONY METASTASES,-0.5062822160929605
246,ALL OTHER RESPIRATORY,BLOOD COAGULATION,-0.8319257763049119
247,ALL OTHER RESPIRATORY,BPH (BENIGN PROSTATIC HYPERTROPHY),-0.8552900127196713
248,ALL OTHER RESPIRATORY,"CANCER DETOX AG, ANTI-NAUSEANTS",-0.2922341061831418
249,ALL OTHER RESPIRATORY,"CORTICOSTEROIDS, PLAIN & COMBO",-0.4924785703622251
250,ALL OTHER RESPIRATORY,"COUGH COLD, INCL FLU ANTIVIRALS",-0.4319641964811914
